City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,hurricane,37.1753,-113.2899,11.61,53,8,4.18,US,1698379334
366,tezonapa,18.6092,-96.6917,22.7,98,98,1.12,MX,1698379334
367,nowshera cantonment,33.9967,72.0131,19.32,31,0,0.47,PK,1698379335
368,hadithah,34.1397,42.3781,22.26,50,56,2.96,IQ,1698379335
369,bikenibeu village,1.3673,173.1241,29.98,79,75,2.57,KI,1698379335
370,atafu village,-8.5421,-172.5159,28.43,78,100,6.46,TK,1698379336
371,oamaru,-45.0784,170.9801,9.65,48,71,11.46,NZ,1698379336
372,frontera,26.9333,-101.45,27.16,69,3,0.45,MX,1698379336
373,macapa,0.0389,-51.0664,27.99,74,0,3.6,BR,1698379120
374,rumbek,6.802,29.6912,22.34,96,100,1.6,SS,1698379337
375,davlekanovo,54.2215,55.0343,-3.28,77,68,1.56,RU,1698379337
376,archangelos,36.2149,28.1149,19.99,68,30,2.76,GR,1698379338
377,lashkar gah,31.5938,64.3716,23.97,25,100,3.73,AF,1698379338
378,yerofey pavlovich,53.9667,121.9667,3.48,33,0,1.65,RU,1698379339
379,jandira,-23.5275,-46.9025,18.08,94,100,2.25,BR,1698379297
380,kone,-21.0595,164.8658,26.52,69,37,3.73,NC,1698379339
381,kakonko,-3.2828,30.9642,18.51,84,100,0.78,TZ,1698379340
382,broome,42.2506,-75.833,14.33,79,99,1.73,US,1698379340
383,tsiombe,-25.3,45.4833,21.2,59,85,3.07,MG,1698379340
384,makokou,0.5738,12.8642,20.18,100,100,0.46,GA,1698379341
385,zhuanghe,39.7008,122.9911,16.85,23,2,2.21,CN,1698379341
386,livani,56.3543,26.1758,-1.04,97,100,3.13,LV,1698379341
387,pangody,65.85,74.4859,-12.17,89,68,5.03,RU,1698379342
388,kiziltepe,37.1933,40.585,19.07,52,97,2.17,TR,1698379342
389,pathein,16.7833,94.7333,29.15,74,99,1.31,MM,1698379342
390,carutapera,-1.195,-46.02,26.02,73,10,3.48,BR,1698379343
391,erdenet,49.0333,104.0833,9.47,37,20,2.19,MN,1698379343
392,touros,-5.1989,-35.4608,26.87,71,100,5.0,BR,1698379343
393,nampula,-15.1165,39.2666,22.97,88,75,2.24,MZ,1698379344
394,paka,4.6374,103.4368,30.96,74,40,0.51,MY,1698379344
395,hengchun,22.0042,120.7439,27.5,65,55,2.66,TW,1698379344
396,jiuquan,39.7432,98.5174,16.55,14,0,2.09,CN,1698379345
397,bowen,-20.0167,148.2333,25.1,68,1,6.62,AU,1698379345
398,poronaysk,49.2167,143.1167,9.42,62,84,3.05,RU,1698379345
399,nantucket,41.2835,-70.0995,15.09,94,0,3.09,US,1698379339
400,lebu,-37.6167,-73.65,9.39,95,33,0.96,CL,1698379346
401,alva,56.1528,-3.8051,10.04,93,100,2.68,GB,1698379346
402,bikin,46.8161,134.26,8.38,35,49,3.01,RU,1698379347
403,limbe,4.0242,9.2149,24.28,86,94,0.09,CM,1698379347
404,santa ana,33.7456,-117.8678,17.2,80,0,1.54,US,1698378950
405,shingu,33.7333,135.9833,23.44,42,0,4.13,JP,1698379348
406,saguenay,48.4168,-71.0657,9.65,93,100,3.09,CA,1698379348
407,forio,40.7342,13.8646,21.24,91,47,1.34,IT,1698379348
408,san mariano,7.5,126.0,29.32,68,100,1.78,PH,1698379349
409,sisimiut,66.9395,-53.6735,-4.13,78,92,4.22,GL,1698379349
410,gangavalli,11.4983,78.6497,28.11,66,33,2.74,IN,1698379349
411,nacala,-14.5428,40.6728,26.33,74,35,1.17,MZ,1698379350
412,giyani,-23.3025,30.7187,21.11,59,0,0.64,ZA,1698379350
413,kurayoshi,35.4333,133.8167,16.95,64,92,4.34,JP,1698379351
414,auki,-8.7676,160.7034,27.57,82,100,0.51,SB,1698379351
415,belfast,54.5833,-5.9333,9.89,99,40,2.06,GB,1698379306
416,hawera,-39.5917,174.2833,11.37,53,77,7.82,NZ,1698379352
417,paracuru,-3.41,-39.0306,26.73,78,12,3.89,BR,1698379352
418,alice springs,-23.7,133.8833,25.75,8,0,6.17,AU,1698379352
419,zhangatas,43.5667,69.75,8.6,57,98,1.99,KZ,1698379352
420,najera,42.4244,-2.734,6.11,71,7,3.63,ES,1698379353
421,banjar,-8.19,114.9675,33.5,48,4,2.64,ID,1698379353
422,barcelos,41.5388,-8.6151,14.51,83,57,6.48,PT,1698379354
423,jinghong,21.991,100.7341,29.97,54,29,1.34,CN,1698379354
424,krasnopavlivka,49.1372,36.3272,11.78,88,100,4.29,UA,1698379355
425,howard springs,-12.497,131.047,33.5,59,71,3.25,AU,1698379355
426,sheregesh,52.9209,87.9869,-0.58,76,88,4.4,RU,1698379355
427,rondonopolis,-16.4708,-54.6356,24.43,76,100,0.23,BR,1698379356
428,khandyga,62.6667,135.6,-5.28,88,99,1.09,RU,1698379356
429,mount pleasant,32.7941,-79.8626,19.54,94,0,1.34,US,1698379110
430,palpa,-14.5336,-75.1856,18.52,85,80,1.09,PE,1698379357
431,arno,60.1167,18.6333,3.77,87,100,5.53,SE,1698379357
432,grand falls-windsor,48.9332,-55.6649,4.17,92,87,2.13,CA,1698379357
433,garachico,28.7781,-17.7646,21.06,68,100,3.6,ES,1698379358
434,nenjiang,49.1833,125.2167,7.64,23,97,2.63,CN,1698379358
435,the pas,53.8251,-101.2541,-2.99,54,100,2.57,CA,1698379359
436,quibdo,5.6947,-76.6611,22.69,99,100,1.51,CO,1698379359
437,new norfolk,-42.7826,147.0587,16.4,30,26,1.19,AU,1698379359
438,porto novo,6.4965,2.6036,24.97,89,16,2.18,BJ,1698379360
439,lamarque,-39.423,-65.7021,15.84,32,18,4.98,AR,1698379360
440,tsengel,49.4783,100.8894,9.25,30,19,1.72,MN,1698379360
441,tamanrasset,22.785,5.5228,18.95,20,0,2.06,DZ,1698379361
442,nuku'alofa,-21.1333,-175.2,26.19,61,20,8.23,TO,1698379361
443,manokwari,-0.8667,134.0833,28.6,71,100,3.09,ID,1698379361
444,juegang,32.3174,121.1855,20.44,48,100,5.43,CN,1698379362
445,grahamstown,-33.3042,26.5328,13.86,88,44,4.99,ZA,1698379362
446,puerto aysen,-45.4,-72.7,8.06,99,100,2.52,CL,1698379363
447,tshabong,-26.05,22.45,22.05,18,68,1.88,BW,1698379363
448,letterkenny,54.95,-7.7333,8.46,97,96,1.08,IE,1698379363
449,homosassa springs,28.8036,-82.5759,21.23,81,100,0.0,US,1698379364
450,broken hill,-31.95,141.4333,21.08,17,5,4.08,AU,1698379364
451,kideksha,56.4167,40.5167,-0.31,65,100,5.76,RU,1698379364
452,salinas,36.6777,-121.6555,12.03,78,0,2.57,US,1698379364
453,lerwick,60.1545,-1.1494,8.0,73,100,6.26,GB,1698379365
454,orlov,58.5395,48.8917,-2.64,83,71,1.51,RU,1698379365
455,las amilpas,16.3667,-94.6167,26.13,89,100,4.32,MX,1698379365
456,machina,13.1364,10.0492,24.09,19,0,3.08,NG,1698379366
457,wickenburg,33.9686,-112.7296,17.82,48,55,1.04,US,1698379366
458,trondheim,63.4305,10.3951,-0.37,81,5,2.62,NO,1698379274
459,itaituba,-4.2761,-55.9836,25.77,69,48,0.96,BR,1698379367
460,hengshui,37.7322,115.7011,23.54,25,0,4.49,CN,1698379241
461,kokkola,63.8385,23.1307,-7.28,100,0,1.03,FI,1698379367
462,port lincoln,-34.7333,135.8667,18.98,50,81,7.44,AU,1698379367
463,dodge city,37.7528,-100.0171,11.14,87,75,11.83,US,1698379153
464,usogorsk,63.4106,48.6872,-3.52,83,100,2.39,RU,1698379368
465,krizevci,46.0219,16.5425,14.55,69,100,6.79,HR,1698379368
466,strezhevoy,60.7333,77.5889,-3.35,95,100,4.47,RU,1698379368
467,punta arenas,-53.15,-70.9167,5.06,65,75,4.63,CL,1698379225
468,bahia honda,22.9036,-83.1592,24.84,75,81,6.05,CU,1698379369
469,minab,27.1467,57.0801,27.09,52,36,0.49,IR,1698379369
470,lubango,-14.9172,13.4925,16.92,88,79,1.03,AO,1698379370
471,santa terezinha,-29.9002,-50.0904,15.42,81,2,3.9,BR,1698379370
472,birao,10.2849,22.7882,21.96,88,100,1.29,CF,1698379370
473,bayji,34.9311,43.487,21.38,49,95,1.47,IQ,1698379371
474,wakkanai,45.4094,141.6739,11.16,84,75,6.17,JP,1698379371
475,aberystwyth,52.4155,-4.0829,9.94,89,84,3.92,GB,1698379371
476,genhe,50.7833,121.5167,4.96,36,1,2.79,CN,1698379372
477,mabaruma,8.2,-59.7833,23.89,98,65,1.24,GY,1698379372
478,kavieng,-2.5744,150.7967,28.26,72,100,0.71,PG,1698379372
479,ebon,4.582,168.6964,28.22,75,88,6.73,MH,1698379372
480,hobyo,5.3505,48.5268,27.81,75,76,3.67,SO,1698379373
481,sofo-birnin-gwari,11.0154,6.7804,19.69,57,82,1.53,NG,1698379373
482,newnham,-41.3833,147.1333,15.5,41,39,2.06,AU,1698379373
483,marka,1.7159,44.7717,27.09,80,100,3.89,SO,1698379374
484,kiunga,-6.1219,141.2906,34.66,42,26,1.18,PG,1698379374
485,embarcacion,-23.209,-64.096,18.47,95,100,0.99,AR,1698379374
486,onguday,50.75,86.15,6.46,60,100,5.7,RU,1698379375
487,qamdo,31.1667,97.2333,2.55,43,52,0.82,CN,1698379375
488,lyubashivka,47.8372,30.2598,12.19,82,93,2.66,UA,1698379375
489,souillac,-20.5167,57.5167,23.21,94,75,1.54,MU,1698379366
490,las khorey,11.1595,48.1967,28.0,81,92,4.49,SO,1698379376
491,forster,-32.1667,152.5167,19.6,54,76,7.96,AU,1698379376
492,sabang,5.8933,95.3214,27.35,74,100,2.64,ID,1698379376
493,upata,8.0086,-62.3989,22.35,90,64,1.34,VE,1698379377
494,la passe,45.5549,-0.8967,12.23,75,5,9.07,FR,1698379361
495,coaticook,45.1334,-71.7991,13.26,98,100,2.33,CA,1698379377
496,muisne,0.6,-80.0333,24.77,85,100,2.94,EC,1698379377
497,gunjur,13.2019,-16.7339,27.04,94,40,1.03,GM,1698379378
498,puerto baquerizo moreno,-0.9,-89.6,23.18,79,63,5.44,EC,1698379364
499,balqash,46.8481,74.995,2.33,60,40,6.0,KZ,1698379378
500,wotho,10.1657,166.0102,28.12,73,98,4.48,MH,1698379378
501,onega,63.9061,38.1404,-3.05,83,98,2.54,RU,1698379379
502,buenos aires,-34.6132,-58.3772,18.71,56,0,4.12,AR,1698379286
503,al bayda',32.7627,21.7551,17.0,91,66,2.79,LY,1698379379
504,mawlaik,23.6333,94.4167,29.29,63,22,0.98,MM,1698379380
505,nikol'sk,53.7189,46.0712,-2.49,71,100,6.23,RU,1698379380
506,san rafael,-34.6177,-68.3301,17.6,49,1,0.6,AR,1698379208
507,hotan,37.0997,79.9269,17.19,17,46,1.13,CN,1698379366
508,el gouna,27.3942,33.6782,23.05,43,32,1.59,EG,1698379381
509,yermentau,51.6214,73.1069,-2.25,59,1,6.69,KZ,1698379381
510,krasnoshchekovo,51.6708,82.7289,-0.22,53,7,7.35,RU,1698379382
511,blagoveshchensk,50.2667,127.5333,5.29,26,40,3.0,RU,1698379382
512,illapel,-31.6308,-71.1653,13.35,67,17,1.02,CL,1698379382
513,tazovsky,67.4667,78.7,-13.04,94,83,6.37,RU,1698379362
514,menaka,15.9182,2.4022,27.26,11,99,2.53,ML,1698379383
515,cabedelo,-6.9811,-34.8339,25.37,69,100,3.67,BR,1698379246
516,bayganin,48.6947,55.8742,-1.58,96,100,8.32,KZ,1698379383
517,guthrie,35.8789,-97.4253,22.03,83,0,6.17,US,1698379384
518,letlhakeng,-24.0944,25.0298,17.73,54,1,2.0,BW,1698379384
519,laojunmiao,39.8333,97.7333,12.73,15,0,2.47,CN,1698379384
520,fort st. john,56.2499,-120.8529,-5.06,74,40,2.06,CA,1698379247
521,mopti,14.6667,-4.0,27.49,18,67,1.81,ML,1698379385
522,sterling,39.0062,-77.4286,15.94,78,0,2.68,US,1698379155
523,trnava,48.3774,17.5872,12.15,97,100,3.49,SK,1698379386
524,ngetkib,7.3645,134.5148,29.14,84,75,2.57,PW,1698379386
525,mugia,43.1041,-9.2179,12.73,86,78,12.71,ES,1698379386
526,porto barra do ivinheima,-22.9667,-53.6667,21.28,98,98,1.5,BR,1698379386
527,gisborne,-38.6533,178.0042,16.38,53,100,5.89,NZ,1698379387
528,oshkosh,44.0247,-88.5426,16.93,99,99,5.67,US,1698379387
529,tanjung sepat,2.6579,101.5629,31.76,66,20,1.54,MY,1698379388
530,korla,41.7597,86.1469,15.72,27,53,1.63,CN,1698379381
531,cabo san lucas,22.8909,-109.9124,25.32,58,0,1.34,MX,1698378950
532,al burayqah,30.4062,19.5739,22.69,75,1,3.01,LY,1698379388
533,chenghua,23.4613,116.7701,25.97,73,75,2.0,CN,1698379389
534,moussoro,13.6408,16.4901,26.67,15,7,4.19,TD,1698379389
535,el calafate,-50.3408,-72.2768,5.09,64,100,0.92,AR,1698379389
536,zemio,5.0314,25.1361,20.78,99,100,1.94,CF,1698379390
537,patacamaya,-17.2333,-67.9167,9.72,72,94,3.2,BO,1698379390
538,prado,-17.3411,-39.2208,24.39,88,99,5.29,BR,1698379387
539,jalapa,19.5333,-96.9167,17.04,97,78,1.0,MX,1698379391
540,agat village,13.3886,144.6585,28.24,91,100,2.57,GU,1698379391
541,sanctuary point,-35.1114,150.629,15.09,80,99,4.18,AU,1698379377
542,port shepstone,-30.7414,30.455,20.32,82,34,5.65,ZA,1698379391
543,morondava,-20.2833,44.2833,25.28,67,0,1.65,MG,1698379392
544,crane,31.3974,-102.3501,21.27,61,0,3.99,US,1698379384
545,abadan,30.3392,48.3043,17.97,63,0,2.06,IR,1698379392
